entity_id,entity_label,relation_id,relation_label,inverse,question,answer_id,entity_start,entity_end
Q1066019,charles schnee,P20,place of death,False,What city in southern california did charles schnee die in,Q127856,6,7
Q2256891,nothing,P175,performer,False,who is the singer of nothing,Q569408,5,5
Q772867,robert paynter,R344,director of photography,True,What film was done by the cinematographer robert paynter,Q528095,7,8
Q1048902,pitcher,R413,position played on team / speciality,True,Who played pitcher for the oakland a,Q3177603,2,2
Q5516790,gagame feni,P413,position played on team / speciality,False,What football position does gagame feni play,Q280658,4,5
Q2907467,pinchas goldschmidt,P21,sex or gender,False,what sex is pinchas goldschmidt,Q6581097,3,4
Q130232,drama film,R136,genre,True,what are examples of dramas,Q6777943,3,4
Q136780,1176 lucidor,P31,instance of,False,what kind of astrological body is 1176 lucidor,Q3863,6,7
Q34740,genus,R105,taxon rank,True,what is the organism classification of genus,Q1051101,6,6
Q296796,dino de laurentiis,R162,producer,True,What film is produced by Dino de Laurentils,Q779490,5,7
Q903257,peggy sue got married,P495,country of origin,False,which country is the film peggy sue got married released in,Q30,5,8
Q12054356,silas casey,P27,country of citizenship,False,which country is silas casey from,Q30,3,4
Q6883544,mitti,P495,country of origin,False,which country was mitti made in,Q668,3,3
Q5434617,far wes,P175,performer,False,Far wes is an album by what guitarist,Q298601,0,1
Q234216,bethany hamilton,P19,place of birth,False,Where did the birth of bethany hamilton take place,Q588881,5,6
Q1372074,josh ritter,P136,genre,False,what genre does the artist josh ritter perform,Q83440,5,6
Q183504,indie rock,R136,genre,True,what is an indie rock album,Q4540300,3,4
Q647282,la terrazza,P57,director,False,who directed the film la terrazza,Q53037,4,5
Q2085736,the world,P136,genre,False,what kind of movie is the world,Q130232,5,6
Q1763846,the road to you,P175,performer,False,who is the musician that created the road to you,Q985460,2,9
Q2784843,raymond bossaerts,P21,sex or gender,False,What is raymond bossaerts gender,Q6581097,2,3
Q9256,andromeda,R59,constellation,True,The constellation andromeda (constellation) is located where,Q2662128,2,2
Q32277,virgin atlantic,P113,airline hub,False,which airport is hub for virgin atlantic,Q8691,5,6
Q3829187,three guys named mike,P495,country of origin,False,What country produced the film Three Guys Named Mike.,Q30,5,8
Q7080559,oh what a beautiful morning,P175,performer,False,who released oh what a beautiful morning,Q11904,2,6
Q11863501,hobitit,P364,original language of film or TV show,False,What language is used in the tv program hobitit,Q1412,8,8
Q894846,mission to moscow,P57,director,False,Who directed the film mission to moscow,Q51491,4,6
Q362,world war ii,R607,conflict,True,who was a prominent figure in world war ii,Q7510627,6,8
Q1764292,robinsonekspedisjonen,P495,country of origin,False,what country did the tv show  robinsonekspedisjonen come from,Q20,6,6
Q71073,gustav schübler,P172,ethnic group,False,What is the ethnicity of gustav schubler,Q42884,5,6
Q596110,fuji river,P403,mouth of the watercourse,False,What is the mouth of the fuji river,Q1201023,6,7
Q823107,bernardsville,P131,located in the administrative territorial entity,False,"which country locates bernardsville, new jersey",Q502414,3,3
Q7069487,number 17,P364,original language of film or TV show,False,in what language was number 17 filmed in,Q1860,4,5
Q7710804,tharon musser,P20,place of death,False,where was the place that tharon musser died,Q738356,5,6
Q1050571,catcher,R413,position played on team / speciality,True,whats the name of baseball catcher,Q9218293,5,5
Q2467066,yoshimar yotún,P21,sex or gender,False,What gender is yoshimar yotun,Q6581097,3,4
Q6415432,kirk fox,P19,place of birth,False,where in southern california was kirk fox born,Q16552,5,6
Q1782272,karate kommandos,P495,country of origin,False,Where does karate kommandos come from,Q30,2,3
Q669655,3017 petrovič,P31,instance of,False,is 3017 petrovic an asteroid or a star,Q3863,1,2
Q57231,tom tykwer,R162,producer,True,what film did tom tykwer produce,Q560123,3,4
Q7512963,significant others,P155,follows,False,what is the previous work on significant others,Q2878062,6,7
Q266473,una merkel,P20,place of death,False,where did una merkel spend his last day alive,Q65,2,3
Q5510498,futbolilits,P364,original language of film or TV show,False,What language is futbolilits in,Q33298,3,3
Q606594,maryland heights,P131,located in the administrative territorial entity,False,"which county is maryland heights, missouri in",Q498034,3,4
Q1274453,michael tollin,R57,director,True,What film did mike tollin direct,Q2297497,3,4
Q7033389,night owl,P136,genre,False,what type of movie is night owl,Q200092,5,6
Q5907306,hosea taylor,P27,country of citizenship,False,what country is hosea taylor a citizen of,Q30,3,4
Q2092920,levon sayan,P21,sex or gender,False,what gender is levon sayan,Q6581097,3,4
Q763858,the fatal mallet,P162,producer,False,who produced the film the fatal mallet,Q317574,2,6
Q4004081,un tango dalla russia,P495,country of origin,False,What country is the film un tango dalla russia from,Q38,5,8
Q7373491,roy white,P413,position played on team / speciality,False,what position does roy white play,Q1149868,3,4
Q5126643,clarence lee swartz,P27,country of citizenship,False,what is the nationality of clarence lee swartz,Q30,5,7
Q1513688,greek revival architecture,R149,architectural style,True,what church is an example of greek revival architecture,Q5452380,6,8
Q2020013,kathryn forbes,P27,country of citizenship,False,what is kathryn forbes nationality,Q30,2,3
Q2422421,mícheál ó domhnaill,P27,country of citizenship,False,which country is micheal O domhnaill from,Q27,3,5
Q6893603,mohan upreti,P19,place of birth,False,Where was mohan upreti born,Q588817,2,3
Q6174722,jeff price,P27,country of citizenship,False,What country is jeff price a citizen of,Q30,3,4
Q5671493,harry pattee,P413,position played on team / speciality,False,which infield position did harry pattee play,Q1368195,4,5
Q1368417,wally herger,P27,country of citizenship,False,which country is wally herger from,Q30,3,4
Q160778,kai hansen,P19,place of birth,False,What is the place of birth of kai hansen,Q1055,7,8
Q877473,jörg hahnel,P413,position played on team / speciality,False,What position does jorg hahnel play,Q201330,3,4
Q128708,alexander mackenzie,P21,sex or gender,False,is alexander mackenzie male or female,Q6581097,1,2
Q6516810,left behind: eternal forces,P404,game mode,False,What gameplay mode is left behind: eternal forces,Q208850,4,7
Q16218622,willie limond,P21,sex or gender,False,what is willie limond gender,Q6581097,2,3
Q16005865,john platt,P27,country of citizenship,False,form what country is john platt from,Q145,4,5
Q2150804,kim weiskopf,P21,sex or gender,False,Is kim weiskopf female or male,Q6581097,1,2
Q831593,johann adam ackermann,P27,country of citizenship,False,Where is johann adam ackermann from,Q183,2,4
Q486043,benzie county,R131,located in the administrative territorial entity,True,"whats the name of a lake in benzie county, michigan",Q2338151,7,8
Q207544,l. frank baum,P40,child,False,Who is a child of l. frank baum,Q5487599,5,7
Q315346,thomas moore,P19,place of birth,False,where was thomas moore born,Q1761,2,3
Q538274,faceless,P136,genre,False,What kind of metal is featured on the album faceless,Q38848,9,9
Q585659,quintin berry,P21,sex or gender,False,which gender is quintin berry,Q6581097,3,4
Q2449461,a woman,P162,producer,False,who produced the film a woman,Q3177591,4,5
Q213572,neue deutsche härte,R136,genre,True,What is the name of an artist from the neue deutsche harte genre,Q25177,9,11
Q3287722,marc-éric gueï,P27,country of citizenship,False,what coast does was nominated for Classical Album of the Year declare nationality,Q1008,4,5
Q29658,to rome with love,P495,country of origin,False,What country produced to rome with love,Q30,3,6
Q7519734,simon scardifield,P27,country of citizenship,False,what nationality is simon scardifield,Q145,3,4
Q448951,flozell adams,P413,position played on team / speciality,False,What position does flozell adams play,Q24976,3,4
Q7732,louis xvi of france,P40,child,False,Who is louis xvi of france son,Q49765,2,5
Q286080,acoustic music,R136,genre,True,Who was an artist for the music genre acoustic music,Q2631800,8,6
Q1035251,cara-beth burnside,P19,place of birth,False,Where was cara-beth burnside born,Q491350,2,3
Q208850,single-player video game,R404,game mode,True,what is a game with single-player arcade game,Q4920988,5,3
Q558628,6289 lanusei,P196,minor planet group,False,what is (6289) 1984 hp1 a member of,Q2179,0,1
Q5539395,george fowler hastings,P607,conflict,False,which war did george fowler hastings participate in,Q254106,3,5
Q15485701,minnette vári,P19,place of birth,False,Where was minnette vari born,Q3926,2,3
Q489939,jefferson county,P138,named after,False,Which notable figure was jefferson county named after,Q11812,4,5
Q10277902,i want it all!,P50,author,False,Who is the author of the book all i want is everything,Q234255,8,7
Q646980,aldershot,R19,place of birth,True,Who was born in aldershot,Q6153390,4,4
Q888203,robert docking,P607,conflict,False,what did robert docking participate in,Q362,2,3
Q46185,bass guitar,R1303,instrument,True,Who played the bass guitar in the band The Whitlams,Q4760942,3,4
Q184586,gareth bale,P413,position played on team / speciality,False,What soccer position does gareth bale hold,Q193592,4,5
Q5300655,doug lea,P27,country of citizenship,False,what is the nationality of doug lea,Q30,5,6
Q500612,judwaa,P57,director,False,who directed judwaa,Q725970,2,2
Q7344341,robert finigan,P21,sex or gender,False,What gender is robert finigan,Q6581097,3,4
Q11767850,marcin walewski,P27,country of citizenship,False,What is marcin walewski nationality,Q36,2,3
Q12810870,mihran damadian,P19,place of birth,False,"mihran damadian was born in this ancient capital, now named Istanbul.",Q16869,0,1
Q346762,freddie hubbard,P20,place of death,False,Where did freddie hubbard die,Q1015874,2,3
Q4316345,անտեսանելի ճանապարհորդը,P495,country of origin,False,what country is nezrimyy puteshestvennik filmed in,Q159,0,1
Q3545193,mayuko takata,P27,country of citizenship,False,which country is mayuko takata from,Q17,3,4
Q7358675,roger moore,P27,country of citizenship,False,where is roger moore from,Q30,2,3
Q5297369,dora's dunking doughnuts,P364,original language of film or TV show,False,What language do the characters speak in dora dunking doughnuts,Q1860,7,9
Q1122047,quack pack,P364,original language of film or TV show,False,which language is used in quack pack,Q1860,5,6
Q12387051,11.6,P136,genre,False,What genre of film is 11.6,Q130232,5,5
Q19204627,american football player,R106,occupation,True,Name a professional american football player,Q6524200,3,5
Q201330,goalkeeper,R413,position played on team / speciality,True,Name a football goalkeeper.,Q3440338,3,3
Q873419,mocca,P136,genre,False,what kind of music does mocca make,Q8341,5,5
Q142210,1676 kariba,P397,parent astronomical body,False,which orbit is related to 1676 kariba,Q525,5,6
Q7613840,steve sandalis,P27,country of citizenship,False,Where is steve sandalis from,Q30,2,3
Q711857,oleksandr radchenko,P27,country of citizenship,False,what is the nationality of oleksandr radchenko,Q212,5,6
Q71206,bette davis,P19,place of birth,False,where in Massachusetts is bette davis from,Q49162,4,5
Q112456,amite county,R131,located in the administrative territorial entity,True,"what is a town within amite county, mississippi",Q944375,5,6
Q7287403,ralph docker,P20,place of death,False,where did ralph docker die at,Q665489,2,3
Q737861,house party 2,P272,production company,False,Who was the production company for the film house party 2,Q79202,8,10
Q3518748,visiting hours,P495,country of origin,False,what country is the film  visiting hours from,Q16,5,6
Q110434,bogislaw von bonin,P19,place of birth,False,what was the birthplace of bogislaw von bonin,Q1711,5,7
Q1395485,made in germany live,P136,genre,False,What is the genre of music found on the made in germany live,Q484641,9,12
Q587593,lev chernyi,P19,place of birth,False,where in russia was lev chernyi born in,Q649,4,5
Q1305043,a place of execution,P50,author,False,Who authored a place of execution,Q239911,2,5
Q858523,stealth game,R136,genre,True,what is an example of a stealth game,Q2005935,6,7
Q2161266,rodolphe d'erlanger,P20,place of death,False,Where did rodolphe derlanger die,Q3572,2,3
Q3044734,superscape,R178,developer,True,what is a computer video game developed by superscape,Q5232301,8,8
Q16750562,mario jackson,P19,place of birth,False,Where was mario william jackson born,Q65,2,4
Q1614896,herwig seeböck,P19,place of birth,False,What city was herwig seebock born in,Q1741,3,4
